sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,SuperBuiltUpArea,builtUpArea,carpetArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score
sector 36,flat,signature global park 4,0.82,7585.0,1081.08,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3.0,2.0,2,2.0,,New Property,1081.0,,650.0,0,0,0,0,0,0,8
sector 33,house,nitin vihar,0.85,9444.0,900.0,Plot area 900(83.61 sq.m.),3.0,2.0,0,1.0,West,Relatively New,,900.0,,0,0,0,0,0,0,15
sector 102,flat,conscient heritage max,1.7,11333.0,1500.04,Super Built up area 1942(180.42 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3+,8.0,North-East,Relatively New,1942.0,1700.0,1500.0,0,1,1,0,0,2,174
sohna road,flat,signature global park,0.54,7248.0,745.03,Carpet area: 745 (69.21 sq.m.),2.0,1.0,3,1.0,,New Property,,,745.0,0,0,0,0,0,0,65
sector 92,flat,sare crescent parc royal greens phase 1,0.79,6086.0,1298.06,Super Built up area 1298(120.59 sq.m.),3.0,2.0,2,15.0,,New Property,1298.0,,,0,0,0,0,0,0,25
sector 68,flat,m3m sierra 68,1.08,8674.0,1245.1,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2.0,2.0,3,1.0,West,Relatively New,1245.0,1130.0,930.0,0,0,0,0,0,2,149
sector 81,flat,bestech park view grand spa,2.22,8345.0,2660.28,Super Built up area 2660(247.12 sq.m.),3.0,4.0,3+,15.0,South-East,Relatively New,2660.0,,,0,0,1,0,0,2,174
sector 63a,flat,birla navya,2.1,16666.0,1260.05,Carpet area: 1260 (117.06 sq.m.),2.0,2.0,2,2.0,,Under Construction,,,1260.0,0,0,0,0,0,0,38
sector 69,flat,tulip violet,1.3,8283.0,1569.48,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,South-West,Relatively New,1568.0,,,0,1,0,0,0,0,86
dlf phase,house,dlf city plots,4.0,40775.0,981.0,Plot area 109(91.14 sq.m.),4.0,3.0,2.0,2.0,,Relatively New,,981.0,,0,0,0,0,0,2,0
sector 83,flat,vatika gurgaon,0.75,6024.0,1245.02,Super Built up area 1245(115.66 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2.0,2.0,2,19.0,East,Relatively New,1245.0,1150.0,1020.0,1,0,0,0,0,2,105
sector 33,house,central park flower valley cerise floors,1.35,11157.0,1210.0,Built Up area: 1210 (112.41 sq.m.),2.0,2.0,2.0,4.0,East,New Property,,1210.0,,0,0,0,0,1,1,107
sector 69,flat,tulip violet,1.4,8840.0,1583.71,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,1.0,North-East,Relatively New,1578.0,,,0,0,0,0,0,0,95
sector 49,flat,orchid petals,4.21,11835.0,3557.25,Super Built up area 3557(330.46 sq.m.),5.0,6.0,3+,14.0,South-East,Relatively New,3557.0,,,0,1,1,0,0,0,35
sector 107,flat,signature global solera 2,0.51,9.0,566666.67,Carpet area: 514396 (47788.95 sq.m.),2.0,2.0,1,3.0,North,New Property,,,514396.0,0,0,0,0,0,0,44
sector 86,flat,microtek greenburg,1.45,9797.0,1480.04,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,2.0,3,8.0,North-East,Relatively New,,1480.0,1050.0,0,0,0,0,0,1,72
sector 88a,flat,godrej oasis,1.38,6679.0,2066.18,Carpet area: 2066 (191.94 sq.m.),3.0,3.0,3+,7.0,North,Relatively New,,,2066.0,0,0,1,0,0,0,72
sector 111,flat,lotus homz,0.36,8888.0,405.04,Carpet area: 405 (37.63 sq.m.),1.0,1.0,1,10.0,,Relatively New,,,405.0,0,0,0,0,0,0,44
sector 90,flat,shree vardhman flora,0.95,6333.0,1500.08,Carpet area: 1500 (139.35 sq.m.),3.0,3.0,3,9.0,South-East,Relatively New,,,1500.0,0,0,1,0,0,0,90
sector 85,flat,orris aster court,0.93,5671.0,1639.92,Built Up area: 1587 (147.44 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,3,8.0,,Relatively New,,1587.0,1250.0,0,0,0,0,0,0,0
sector 111,flat,puri diplomatic greens,3.7,12542.0,2950.09,Super Built up area 2950(274.06 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),4.0,5.0,3+,12.0,South-East,Relatively New,2950.0,2650.0,2450.0,0,0,1,0,0,2,158
sector 95,flat,rof ananda,0.36,5658.0,636.27,Carpet area: 645 (59.92 sq.m.),2.0,2.0,2,10.0,East,New Property,,,645.0,0,0,0,0,1,0,75
sector 68,flat,m3m the marina,2.22,14322.0,1550.06,Super Built up area 1550(144 sq.m.),3.0,2.0,3,4.0,East,Relatively New,1550.0,,,0,0,0,0,0,0,44
sector 109,house,international city by sobha phase 1,6.0,9634.0,6227.9,Plot area 692(578.6 sq.m.),4.0,5.0,3.0,2.0,North-East,Moderately Old,,6228.0,,0,0,0,0,0,0,76
sector 22,flat,ambience creacions,4.78,15469.0,3090.05,Super Built up area 3090(287.07 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,4.0,3,7.0,West,Relatively New,3090.0,2500.0,2250.0,1,0,1,0,0,1,111
sector 90,flat,dlf new town heights,1.25,6502.0,1922.49,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3.0,3.0,3+,5.0,North,Relatively New,1930.0,1929.0,1928.0,0,1,1,0,0,0,127
sector 62,flat,pioneer urban presidia,6.5,14987.0,4337.09,Super Built up area 4337(402.92 sq.m.),4.0,4.0,3+,3.0,West,Moderately Old,4337.0,,,0,0,0,0,1,0,86
sector 108,flat,experion the heartsong,1.25,9259.0,1350.04,Super Built up area 1758(163.32 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3,1.0,South-East,Relatively New,1758.0,1500.0,1350.0,0,1,1,0,0,0,174
sector 74,flat,m3m skywalk,1.54,11000.0,1400.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3+,22.0,South,Relatively New,1400.0,1200.0,1100.0,1,0,0,0,0,0,137
sector 95,flat,siddhartha apartment,0.72,3664.0,1965.07,Super Built up area 1965(182.55 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,2,4.0,East,Relatively New,1965.0,1800.0,1600.0,1,0,0,0,0,0,21
sector 110,flat,indiabulls enigma,3.6,10588.0,3400.08,Super Built up area 3400(315.87 sq.m.),4.0,5.0,3,7.0,North,Relatively New,3400.0,,,0,0,1,0,0,0,165
mehrauli gurgaon,house,independent,8.0,17707.0,4518.0,Plot area 502(419.74 sq.m.),12.0,4.0,3+,3.0,North,Old Property,,4518.0,,0,0,1,1,0,0,32
sector 102,flat,shapoorji pallonji joyville gurugram,0.95,10383.0,914.96,Built Up area: 915 (85.01 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2.0,2.0,2,14.0,,Undefined,,915.0,675.0,0,0,0,0,0,0,0
sector 67a,flat,ireo the corridors,1.5,11111.0,1350.01,Carpet area: 1350 (125.42 sq.m.),2.0,2.0,2,10.0,,Relatively New,,,1350.0,0,0,0,1,0,2,38
dlf phase,house,dlf city plot phase 4,13.0,1992.0,65261.0,Carpet area: 7250 (6061.92 sq.m.),10.0,10.0,3+,1.0,,Undefined,,,7250.0,0,0,0,0,0,0,0
sector 103,flat,indiabulls centrum park,1.34,7882.0,1700.08,Super Built up area 1725(160.26 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,12.0,East,Relatively New,1725.0,,1700.0,0,1,1,1,1,2,38
sector 31,flat,raheja teachers apartments,1.2,7272.0,1650.17,Super Built up area 1650(153.29 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,2.0,2,1.0,East,Moderately Old,1650.0,1450.0,1150.0,1,0,0,0,0,1,105
sector 43,flat,millenium bajrang society,2.5,9433.0,2650.27,Super Built up area 2650(246.19 sq.m.),4.0,4.0,3+,2.0,South,Relatively New,2650.0,,,0,0,0,0,0,2,94
sector 74,flat,m3m skywalk,1.6,9512.0,1682.09,Super Built up area 1682(156.26 sq.m.)Carpet area: 1345 sq.ft. (124.95 sq.m.),2.0,2.0,2,26.0,South,Relatively New,1682.0,,1345.0,0,0,0,0,0,2,158
sector 69,flat,tulip violet,1.68,8358.0,2010.05,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,7.0,North,Relatively New,2010.0,,,0,0,0,0,0,0,127
sector 84,flat,pivotal devaan,0.34,5831.0,583.09,Super Built up area 583(54.16 sq.m.)Carpet area: 484 sq.ft. (44.97 sq.m.),2.0,2.0,1,3.0,East,Relatively New,583.0,,484.0,0,0,0,1,0,0,75
sector 85,flat,ss the leaf,1.08,6585.0,1640.09,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),2.0,2.0,3,8.0,North-East,New Property,1640.0,1200.0,1125.0,0,1,1,1,1,2,157
sector 110,flat,indiabulls enigma,4.25,10953.0,3880.22,Super Built up area 3880(360.46 sq.m.),5.0,5.0,3+,4.0,East,Relatively New,3880.0,,,0,0,1,0,0,0,101
sector 84,flat,alpha corp gurgaonone,1.15,7496.0,1534.15,Super Built up area 1534(142.51 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),2.0,2.0,3,14.0,South-East,Relatively New,1534.0,,1260.0,0,0,0,0,1,0,28
sector 106,flat,paras dews,1.0,7220.0,1385.04,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2.0,2.0,3+,2.0,North-East,New Property,1385.0,940.0,845.0,0,0,0,0,0,2,21
sector 56,flat,the lions cghs,2.09,8708.0,2400.09,Super Built up area 2400(222.97 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4.0,3+,7.0,East,Relatively New,2400.0,2300.0,2200.0,1,0,0,0,0,2,125
sector 84,flat,alpha corp gurgaonone,1.49,7590.0,1963.11,Super Built up area 1963(182.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3,6.0,South-East,Relatively New,1963.0,,1700.0,0,0,1,0,0,0,28
sector 62,flat,emaar digihomes,4.25,26562.0,1600.03,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,3,8.0,,Under Construction,,,1600.0,0,0,0,0,1,0,16
dlf phase,flat,dlf regency park,1.91,16608.0,1150.05,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,11.0,,New Property,,,1150.0,0,0,0,0,0,1,98
sector 37c,flat,ild grand,1.2,6593.0,1820.11,Super Built up area 1820(169.08 sq.m.),3.0,3.0,3,7.0,,Under Construction,1820.0,,,0,0,0,0,0,0,24
sector 54,flat,swarn jayanti cghs,1.75,7608.0,2300.21,Super Built up area 2300(213.68 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3.0,3+,3.0,North-West,Old Property,2300.0,1900.0,1800.0,1,0,0,0,0,2,26
sector 86,flat,ansal heights 86,1.25,7396.0,1690.1,Super Built up area 1690(157.01 sq.m.),3.0,2.0,1,2.0,,New Property,1690.0,,,0,0,0,0,0,0,100
sushant lok,house,sushant lok 1 builder floors,10.85,28841.0,3762.0,Plot area 418(349.5 sq.m.),8.0,8.0,3.0,3.0,West,Moderately Old,,3762.0,,0,1,1,1,1,1,160
sector 63,flat,dhoot time residency,3.0,18271.0,1641.95,Built Up area: 1642 (152.55 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,14.0,,Relatively New,,1642.0,1500.0,0,0,1,0,0,2,0
sector 85,flat,ss the leaf,1.3,7926.0,1640.17,Super Built up area 1640(152.36 sq.m.),2.0,2.0,2,17.0,,New Property,1640.0,,,0,0,0,0,0,0,90
sector 46,house,independent,2.4,26667.0,900.0,Plot area 100(83.61 sq.m.),4.0,4.0,3.0,3.0,East,Moderately Old,,900.0,,0,0,0,1,0,2,44
sector 71,flat,chd avenue,1.2,7407.0,1620.09,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3,4.0,North,Relatively New,1620.0,,,1,0,0,0,0,2,49
dlf phase,house,independent,17.0,37627.0,4518.0,Plot area 502(419.74 sq.m.),5.0,5.0,3+,2.0,North-East,Relatively New,,4518.0,,0,1,1,1,1,2,124
sector 17,house,independent,0.32,5664.0,565.0,Built Up area: 565 (52.49 sq.m.),5.0,1.0,0,1.0,,Undefined,,565.0,,0,0,0,0,0,0,0
sector 68,flat,pareena mi casa,1.7,8500.0,2000.0,Super Built up area 1999(185.71 sq.m.),4.0,4.0,3+,23.0,,New Property,1999.0,,,0,0,0,0,0,0,88
sector 85,flat,ss the leaf,2.0,11869.0,1685.06,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3.0,4.0,3,5.0,West,Relatively New,2408.0,,1685.0,0,0,1,0,0,0,156
dlf phase,flat,dlf exclusive floors,2.35,14242.0,1650.05,Super Built up area 1650(153.29 sq.m.)Carpet area: 1405 sq.ft. (130.53 sq.m.),3.0,3.0,2,1.0,North-East,Old Property,1650.0,,1405.0,0,0,0,1,0,2,102
sector 66,flat,emaar mgf the palm drive,3.4,15454.0,2200.08,Super Built up area 2200(204.39 sq.m.),3.0,4.0,3,9.0,East,Relatively New,2200.0,,,0,0,1,1,0,2,96
sector 92,flat,sare crescent parc,1.0,5128.0,1950.08,Carpet area: 1950 (181.16 sq.m.),4.0,3.0,2,1.0,East,Relatively New,,,1950.0,0,0,0,0,0,0,49
sector 113,flat,la vida by tata housing,1.5,11755.0,1276.05,Carpet area: 1276 (118.54 sq.m.),2.0,2.0,2,13.0,,New Property,,,1276.0,0,0,0,0,0,0,71
sector 85,flat,ss,1.18,7170.0,1645.75,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2.0,2.0,3,4.0,West,Relatively New,1640.0,1630.0,1620.0,0,0,0,0,0,0,49
dlf phase,house,independent,10.5,43210.0,2430.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 270 sq.yards (225.75 sq.m.),12.0,12.0,3+,4.0,North-East,Relatively New,,300.0,270.0,0,1,1,0,0,2,72
mehrauli gurgaon,flat,unitech heritage city,4.26,13108.0,3249.92,Built Up area: 3250 (301.93 sq.m.),4.0,4.0,0,9.0,,Undefined,,3250.0,,0,0,0,0,0,0,0
sector 7,house,independent,,,,Carpet area: 1800 (167.23 sq.m.),4.0,2.0,1.0,2.0,,Undefined,,,1800.0,0,0,0,0,0,0,0
gwal pahari,flat,paras quartier,7.5,14018.0,5350.26,Super Built up area 5350(497.03 sq.m.),4.0,4.0,3+,20.0,North-East,New Property,5350.0,,,1,1,1,0,0,2,49
sector 82a,flat,dlf the primus,1.85,10176.0,1818.0,Super Built up area 1818(168.9 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3,15.0,East,Moderately Old,1818.0,,1538.0,1,0,0,0,0,0,38
sector 108,flat,sobha city,2.1,13975.0,1502.68,Super Built up area 1381(128.3 sq.m.),2.0,2.0,2,3.0,,Under Construction,1381.0,,,0,0,0,0,0,0,74
valley view,flat,valley view estate,0.38,6089.0,624.08,Super Built up area 624(57.97 sq.m.),1.0,1.0,1,11.0,,Moderately Old,624.0,,,0,0,0,0,0,0,42
sector 22,flat,ambience creacions,2.4,17391.0,1380.02,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,2,8.0,South-East,Relatively New,1380.0,1200.0,900.0,1,0,0,0,0,1,112
sector 86,flat,microtek greenburg,1.45,9797.0,1480.04,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,2.0,3,8.0,North-East,Relatively New,,1480.0,1050.0,0,0,0,0,0,1,72
sector 8,house,independent,,,,Built Up area: 800 (74.32 sq.m.),2.0,1.0,0,1.0,,Undefined,,800.0,,0,0,0,0,0,0,0
sector 9,house,independent,0.5,6083.0,822.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),3.0,2.0,1.0,1.0,,Undefined,,822.0,750.0,0,0,0,0,0,0,0
sector 85,flat,orris carnation residency,0.88,5952.0,1478.49,Super Built up area 1485(137.96 sq.m.),3.0,3.0,1,1.0,South,Relatively New,1485.0,,,0,0,0,0,0,0,65
sohna road,flat,mvn athens,0.27,5901.0,457.55,Carpet area: 457.52 (42.5 sq.m.),2.0,2.0,1,0.0,,Relatively New,,,457.0,0,0,0,0,0,2,69
sohna road,flat,gls arawali homes,0.26,4513.0,576.11,Carpet area: 576 (53.51 sq.m.),2.0,2.0,2,5.0,East,New Property,,,576.0,0,0,0,0,0,0,78
manesar,flat,denso haryana housing society,0.9,4308.0,2089.14,Carpet area: 2089 (194.07 sq.m.),3.0,3.0,3+,5.0,East,Moderately Old,,,2089.0,0,0,1,0,0,0,7
sector 12,house,independent,0.9,13333.0,675.0,Built Up area: 675 (62.71 sq.m.),4.0,4.0,0,2.0,,Undefined,,675.0,,0,0,0,0,0,0,0
sector 95,flat,ramsons kshitij,0.29,5178.0,560.06,Super Built up area 560(52.03 sq.m.),2.0,2.0,2,14.0,,Relatively New,560.0,,,0,0,0,0,0,0,50
sector 106,flat,paras dews,1.25,11061.0,1130.1,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,7.0,South-East,Relatively New,1760.0,1186.0,1130.0,0,0,1,0,1,0,167
sector 71,flat,chd avenue,1.1,6790.0,1620.03,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3,11.0,,Relatively New,1620.0,,,1,0,0,0,0,0,72
sector 102,flat,conscient heritage max,1.9,9783.0,1942.14,Super Built up area 1942(180.42 sq.m.),3.0,4.0,3+,20.0,North-East,Relatively New,1942.0,,,0,0,1,0,0,0,165
sector 85,flat,ss the leaf,1.25,10888.0,1148.05,Super Built up area 1741(161.74 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2.0,2.0,3+,17.0,East,Relatively New,1741.0,,1148.0,0,0,0,1,0,0,156
sector 37d,flat,bptp terra,1.45,8006.0,1811.14,Super Built up area 1811(168.25 sq.m.),3.0,3.0,3,9.0,North-East,Relatively New,1811.0,,,0,0,0,0,0,0,107
sector 81,flat,dlf the ultima,3.45,12012.0,2872.13,Super Built up area 2872(266.82 sq.m.),4.0,4.0,3+,10.0,East,New Property,2872.0,,,0,0,1,0,0,1,165
sector 85,flat,ss the leaf,2.0,6578.0,3040.44,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,1.0,South-East,Relatively New,2812.0,,,0,0,1,1,0,0,106
sector 48,flat,parsvnath green ville,1.42,8606.0,1650.01,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,1.0,North-West,Moderately Old,1650.0,,,0,0,0,1,0,1,174
sector 103,flat,indiabulls centrum park,1.34,7486.0,1790.01,Super Built up area 1790(166.3 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3+,13.0,South-East,Relatively New,1790.0,,1350.0,0,0,0,0,1,0,93
sohna road,flat,signature global park,0.54,6388.0,845.34,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),2.0,2.0,3,4.0,East,New Property,845.0,,528.0,0,0,0,0,0,0,44
sector 105,house,independent,1.3,11555.0,1125.1,Plot area 1125(104.52 sq.m.),3.0,3.0,1.0,2.0,North,Moderately Old,,1125.0,,0,0,0,0,0,0,16
sector 66,house,emaar mgf marbella,9.01,16066.0,5608.1,Plot area 521,4.0,4.0,3+,3.0,North-East,Relatively New,,4689.0,,0,0,1,1,0,0,122
sector 102,flat,emaar gurgaon greens,1.42,8606.0,1650.01,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022 sq.ft. (94.95 sq.m.),3.0,3.0,3,4.0,North,Relatively New,1650.0,,1022.0,1,0,0,0,0,0,49
sector 69,flat,tulip purple,2.6,10833.0,2400.07,Super Built up area 2400(222.97 sq.m.),4.0,4.0,3+,4.0,,Moderately Old,2400.0,,,0,0,1,0,0,0,37
sector 95,flat,sidhartha ncr one,0.57,4179.0,1363.96,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2.0,2.0,2,10.0,,Undefined,,1364.0,1232.0,0,0,0,0,0,0,0
sector 2,flat,supertech hill town,0.75,6250.0,1200.0,Super Built up area 1200(111.48 sq.m.),2.0,2.0,2,17.0,North,Under Construction,1200.0,,,1,1,0,0,1,0,83
dlf phase,flat,dlf royalton tower,6.5,22108.0,2940.11,Super Built up area 2940(273.13 sq.m.),4.0,5.0,2,8.0,West,Relatively New,2940.0,,,0,0,1,0,0,0,15
sector 37d,flat,ramprastha skyz,1.2,6000.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,2.0,1,9.0,East,Under Construction,2000.0,1900.0,1850.0,1,0,1,0,0,0,53
dlf phase,flat,dlf belvedere towers,3.4,13765.0,2470.03,Carpet area: 2470 (229.47 sq.m.),4.0,4.0,3,1.0,South-East,Old Property,,,2470.0,0,0,1,0,0,0,26
sector 50,flat,the close north,2.7,10364.0,2605.17,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,3+,6.0,East,Moderately Old,2605.0,2400.0,2200.0,0,0,1,0,0,0,174
sector 65,flat,emaar mgf emerald floors premier,2.0,12121.0,1650.03,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,1.0,North-West,Relatively New,,,1650.0,0,0,1,0,0,2,124
sector 86,flat,microtek greenburg,1.65,8707.0,1895.03,Super Built up area 1895(176.05 sq.m.),3.0,4.0,3,8.0,North-West,Relatively New,1895.0,,,0,0,1,0,0,0,124
sector 103,flat,indiabulls centrum park,1.15,7765.0,1481.0,Super Built up area 1481(137.59 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3,8.0,North-East,Relatively New,1481.0,1250.0,,0,0,0,0,1,2,135
sector 86,flat,ansal heights 86,0.78,5735.0,1360.07,Built Up area: 1360 (126.35 sq.m.),2.0,2.0,2,8.0,North,New Property,,1360.0,,0,0,0,0,0,0,72
dlf phase,house,independent,6.75,27778.0,2430.0,Plot area 270(225.75 sq.m.),3.0,3.0,3.0,2.0,North-East,Moderately Old,,2430.0,,0,0,0,0,0,0,27
sector 85,flat,ss the leaf,2.05,7290.0,2812.07,Super Built up area 2812(261.24 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),4.0,4.0,3+,4.0,North-East,Relatively New,2812.0,2500.0,2250.0,0,0,1,0,0,2,49
sector 1,flat,hsiidc sidco aravali,0.9,3477.0,2588.44,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,3,2.0,,Old Property,2588.0,1900.0,,0,0,1,0,0,1,21
dlf phase,house,independent,5.75,23662.0,2430.1,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4.0,4.0,2.0,4.0,North,Under Construction,,260.0,220.0,0,0,1,1,0,1,153
sector 2,house,palam vihar extension west zone rwa,0.65,5777.0,1125.2,Plot area 1125(104.52 sq.m.),2.0,2.0,1.0,1.0,North,Moderately Old,,1125.0,,0,0,0,1,0,0,23
sector 76,flat,suncity avenue 76,0.55,7422.0,741.04,Carpet area: 741 (68.84 sq.m.),2.0,2.0,2,9.0,North-East,Under Construction,,,741.0,0,0,0,0,0,0,26
dlf phase,house,independent,6.0,33333.0,1800.0,Plot area 200(167.23 sq.m.),8.0,5.0,3+,3.0,,Old Property,,1800.0,,0,0,0,0,0,2,9
sector 113,flat,la vida by tata housing,1.93,12222.0,1579.12,Super Built up area 1579(146.69 sq.m.),3.0,3.0,2,8.0,,Under Construction,1579.0,,,0,0,0,0,0,0,71
sector 102,flat,shapoorji pallonji joyville gurugram,1.4,10378.0,1349.01,Super Built up area 1349(125.33 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,11.0,North-East,New Property,1349.0,,1000.0,0,0,0,0,0,2,49
sector 109,flat,chintels paradiso,1.8,8866.0,2030.23,Super Built up area 2030(188.59 sq.m.)Carpet area: 1785 sq.ft. (165.83 sq.m.),3.0,3.0,2,0.0,East,Moderately Old,2030.0,,1785.0,0,0,1,0,0,0,83
sector 102,flat,emaar gurgaon greens,1.4,8484.0,1650.17,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,4.0,North,Relatively New,1650.0,,,0,0,1,0,0,2,83
sector 71,flat,signature andour heights,0.65,10172.0,639.01,Super Built up area 639(59.37 sq.m.)Carpet area: 542 sq.ft. (50.35 sq.m.),2.0,2.0,1,10.0,South-West,Relatively New,639.0,,542.0,0,0,0,0,0,2,23
dlf phase,house,independent,13.0,45710.0,2844.0,Plot area 316(264.22 sq.m.),6.0,8.0,3+,,,Relatively New,,2844.0,,0,1,1,1,1,1,0
sector 109,house,international city by sobha phase 1,6.0,24691.0,2430.0,Plot area 270(225.75 sq.m.),4.0,4.0,3+,2.0,North-East,Relatively New,,2430.0,,0,1,1,1,1,0,160
sector 66,flat,emaar mgf the palm drive,3.0,15384.0,1950.08,Super Built up area 1950(181.16 sq.m.)Built Up area: 1720 sq.ft. (159.79 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),3.0,3.0,2,12.0,East,Relatively New,1950.0,1720.0,1620.0,0,0,1,0,0,0,96
sector 90,flat,shree vardhman flora,0.96,5120.0,1875.0,Super Built up area 1875(174.19 sq.m.),3.0,4.0,3,3.0,North,New Property,1875.0,,,0,0,1,0,0,0,106
sector 85,flat,orris aster court,0.9,5671.0,1587.02,Super Built up area 1587(147.44 sq.m.),3.0,3.0,3,8.0,North-East,Relatively New,1587.0,,,0,0,0,0,0,0,49
sector 48,house,vipul tatvam villa,5.75,22184.0,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 280 sq.yards (234.12 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),4.0,4.0,2.0,2.0,West,Moderately Old,,280.0,250.0,0,0,1,0,0,0,30
sector 89,flat,greenopolis,0.65,5195.0,1251.2,Carpet area: 1251 (116.22 sq.m.),2.0,2.0,2,15.0,,Under Construction,,,1251.0,0,0,0,0,0,0,37
